USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
785260,11641,LUIS MUNOZ MARIN INTERNATIONAL AP,US,PR,TJSJ,18.433,-66.011,2.7,20050101,20201030
785263,11641,LUIS MUNOZ MARIN IN,RQ,PR,TJSJ,18.433,-66.011,2.4,19960101,20091231
785265,494,FERNANDO LUIS RIBAS DOMINICCI AIRPORT,US,PR,TJIG,18.457,-66.098,3.1,20110223,20201030
785350,11630,NAVAL STATION ROOSEVELT ROADS CEIBA,US,PR,TJNR,18.255,-65.641,10.1,19730101,20201030
999999,11630,ROOSEVELT ROADS,RQ,PR,TJNR,18.255,-65.641,11.6,19470701,19721201
999999,11641,SAN JUAN L M MARIN INTL AP,RQ,PR,TJSJ,18.433,-66.011,2.4,19550524,19951231
914080,40310,BABELTHUAP/KOROR AIRPORT,PS,PW,PTRO,7.367,134.544,53.6,20050101,20201030
914081,40309,WEST CAROLINE ISLANDS PACIFIC,PS,PW,PTKR,7.333,134.483,32.2,20110101,20180731
716270,94792,MONTREAL/TRUDEAU INT,CA,QC,CYUL,45.467,-73.733,36,19550101,20201029
722151,14794,WESTERLY STATE AIRPORT,US,RI,KWST,41.35,-71.799,24.7,20060101,20201031
722151,99999,WESTERLY,US,RI,KWST,41.35,-71.803,24,20040525,20051231
725054,64710,NORTH CENTRAL STATE ARPT,US,RI,KSFZ,41.921,-71.491,134.4,20060101,20201031
725056,99999,POINT JUDITH (CGS),US,RI,,41.35,-71.467,2,19470201,19950318
725058,94793,BLOCK ISLAND STATE AIRPORT,US,RI,KBID,41.168,-71.578,32,19900101,20201031
725058,99999,BLOCK ISLAND,US,RI,KBID,41.167,-71.567,33,19761023,20031231
725070,14765,THEODORE F GREEN STATE AIRPORT,US,RI,KPVD,41.723,-71.433,16.8,19420801,20201031
725074,54752,QUONSET STATE AIRPORT,US,RI,KOQU,41.597,-71.412,5.8,20060103,20201030
725074,99999,QUONSET STATE,US,RI,KOQU,41.583,-71.417,5,19850920,20051231
725078,99999,CASTLE HILL COAST GUARD STATION,US,RI,,41.45,-71.35,15,19890616,19960701
725079,14787,NEWPORT STATE AIRPORT,US,RI,KUUU,41.533,-71.283,52.4,20060101,20201031
725079,99999,NEWPORT,US,RI,KUUU,41.532,-71.282,52,19750911,20051231
997277,99999,CONIMUCUT LIGHT,US,RI,,41.72,-71.33,10,20080101,20201029
997278,99999,PROVIDENCE,US,RI,,41.8,-71.4,10,20080101,20201029
997285,99999,NEWPORT,US,RI,,41.5,-71.32,10,20080101,20201029
997288,99999,QUONSET POINT,US,RI,,41.58,-71.4,10,20080102,20201029
997294,99999,POTTER COVE - PRUDENCE ISLAND,US,RI,,41.637,-71.339,3,20080101,20201029
998004,99999,NARRAGANSETT BAY RESERVE,US,RI,,41.633,-71.333,13,20080101,20201029
998352,99999,BUOY 44097 / BLOCK ISLAND,US,RI,,40.981,-71.117,3,20180101,20180425
999999,14765,PROVIDENCE T F GREEN ARPT,US,RI,KPVD,41.722,-71.433,18.9,19480101,19721231
999999,14788,QUONSET POINT NAS,US,RI,,41.583,-71.417,9.1,19450301,19740405
999999,14799,BLOCK ISLAND,US,RI,BID,41.167,-71.567,13.1,19480101,19490611
999999,54796,KINGSTON 1 NW,US,RI,,41.491,-71.541,35.1,20011216,20201030
999999,54797,KINGSTON 1 W,US,RI,,41.478,-71.542,32.3,20011216,20201030
720120,63837,HILTON HEAD AIRPORT,US,SC,KHXD,32.217,-80.7,7.3,20060101,20201030
720120,99999,HILTON HEAD,US,SC,KHXD,32.217,-80.7,6,20040904,20051231
720596,189,NEWBERRY COUNTY AIRPORT,US,SC,KEOE,34.3,-81.633,173.1,20090105,20201030
720596,99999,NEWBERRY,US,SC,KEOE,34.3,-81.633,173,20180101,20180514
720597,190,LAURENS COUNTY AIRPORT,US,SC,KLUX,34.5,-81.95,212.1,20090105,20201030
720597,99999,LAURENS,US,SC,KLUX,34.5,-81.95,212,20180101,20180515
720598,191,BERKELEY COUNTY AIRPORT,US,SC,KMKS,33.183,-80.033,22.3,20090105,20201030
720598,99999,MONCKS CORNER,US,SC,KMKS,33.183,-80.033,22,20180104,20180322
720599,192,CHESTER CATAWBA REGIONAL AIRPORT,US,SC,KDCM,34.783,-81.2,200.3,20090105,20201030
720599,99999,CHESTER,US,SC,KDCM,34.783,-81.2,200,20180129,20180207
720601,193,AIKEN MUNICIPAL AIRPORT,US,SC,KAIK,33.65,-81.683,161.2,20090105,20201030
720601,99999,AIKEN MUNI,US,SC,KAIK,33.649,-81.685,160.9,20180101,20180515
720602,194,BARNWELL REGIONAL AIRPORT,US,SC,KBNL,33.25,-81.383,75.3,20090105,20201030
720602,99999,BARNWELL CO,US,SC,KBNL,33.258,-81.388,75,20180101,20180515
720603,195,WOODWARD FIELD AIRPORT,US,SC,KCDN,34.283,-80.567,92.1,20090105,20201030
720603,99999,CAMDEN/WOODWARD FLD,US,SC,KCDN,34.283,-80.567,92,20180102,20180410
720604,196,WILLIAMSBURG REGIONAL AIRPORT,US,SC,KCKI,33.717,-79.85,20.1,20090105,20201030
720605,197,CHERAW MUNICIPAL LYNCH BELLINGER FIELD,US,SC,KCQW,34.717,-79.95,73.2,20090105,20201030
720605,99999,CHERAW,US,SC,KCQW,34.717,-79.95,73,20180101,20180515
720606,198,CHARLESTON EXECUTIVE AIRPORT,US,SC,KJZI,32.701,-80.003,5.2,20130101,20201030
720606,99999,CHARLESTON EXECUTIVE,US,SC,KJZI,32.701,-80.003,5.2,20090105,20180322
720607,199,LANCASTER COUNTY MC WHIRTER FIELD AIRPORT,US,SC,KLKR,34.717,-80.85,148.1,20090105,20201030
720607,99999,LANCASTER CO MC WHIRTER FLD,US,SC,KLKR,34.723,-80.855,148.1,20180101,20180515
720608,200,MARION COUNTY AIRPORT,US,SC,KMAO,34.181,-79.335,28,20090105,20201030
720608,99999,MARION CO,US,SC,KMAO,34.181,-79.335,28,20180108,20180514
720609,201,LOWCOUNTRY REGIONAL AIRPORT,US,SC,KRBW,32.917,-80.633,31.1,20130101,20201030
720609,99999,WALTERBORO/LOWCOUNTRY RGNL,US,SC,KRBW,32.921,-80.641,29.9,20090105,20121231
720611,202,SUMTER AIRPORT,US,SC,KSMS,34,-80.367,55.2,20090105,20201030
720611,99999,SUMTER,US,SC,KSMS,34,-80.367,55.5,20180126,20180515
720612,203,BEAUFORT COUNTY AIRPORT,US,SC,KARW,32.412,-80.634,38.1,20090120,20201030
720612,99999,BEAUFORT,US,SC,KARW,32.4,-80.633,3,20180104,20180322
720613,204,CONWAY HORRY COUNTY AIRPORT,US,SC,KHYW,33.828,-79.122,10.1,20090510,20201030
720613,99999,CONWAY HORRY CO,US,SC,KHYW,33.829,-79.122,10.4,20180101,20180520
720631,217,MARLBORO COUNTY JETPORT H E AVENT FIELD,US,SC,KBBP,34.617,-79.733,45.1,20090420,20201031
720631,99999,MARLBORO CO JETPORT H E AVENT,US,SC,KBBP,34.622,-79.734,44.8,20090403,20180515
720632,218,SUMMERVILLE AIRPORT,US,SC,KDYB,33.063,-80.279,17.1,20090404,20201030
720632,99999,SUMMERVILLE,US,SC,KDYB,33.063,-80.279,17.1,20180101,20180515
720633,219,HARTSVILLE REGIONAL AIRPORT,US,SC,KHVS,34.4,-80.117,111.3,20090403,20201030
720633,99999,HARTSVILLE RGNL,US,SC,KHVS,34.403,-80.119,110.9,20180101,20180514
720634,220,FAIRFIELD COUNTY AIRPORT,US,SC,KFDW,34.315,-81.109,176.2,20090421,20201030
720634,99999,FAIRFIELD CO/WINNSBORO,US,SC,KFDW,34.315,-81.109,175.9,20180107,20180322
720744,271,PICKENS COUNTY AIRPORT,US,SC,KLQK,34.817,-82.7,309.1,20100721,20201030
720744,99999,PICKENS CO AIRPORT,US,SC,KLQK,34.81,-82.703,308.8,20100719,20180322
722080,13880,CHARLESTON AFB/INTERNATIONAL AIRPORT,US,SC,KCHS,32.899,-80.041,12.2,19450101,20201030
722083,99999,CHARLESTON AFB,US,SC,,32.9,-80.05,14,19951004,19951005
722085,93831,BEAUFORT MCAS,US,SC,KNBC,32.483,-80.717,11.3,19450401,20201031
722086,13758,CHARLESTON NAS,US,SC,KNAO,32.85,-79.95,1,19730201,19800730
722086,99999,CHARLESTON NS,US,SC,KNAO,32.86,-79.95,1,20000129,20020625
722216,99999,NORTH AF AUX,US,SC,KXNO,33.615,-81.084,97.8,20071024,20201029
723100,13883,COLUMBIA METROPOLITAN AIRPORT,US,SC,KCAE,33.942,-81.118,68.6,19420424,20201030
723104,53867,COLUMBIA OWENS DOWNTOWN AP,US,SC,KCUB,33.971,-80.996,64.6,20060101,20201030
723104,99999,COLUMBIA OWENS APT,US,SC,KCUB,33.967,-80.983,59,19790513,20051231
723105,3858,MCENTIRE AIR NATIONAL GUARD STATION,US,SC,KMMT,33.967,-80.8,77.4,20050103,20201030
723105,93833,MC ENTIRE JNGB,US,SC,KMMT,33.921,-80.801,77,19590206,19991231
723105,99999,MC ENTIRE JNGB,US,SC,KMMT,33.921,-80.801,77,20000103,20041230
723106,13744,FLORENCE REGIONAL AIRPORT,US,SC,KFLO,34.188,-79.731,44.5,19730101,20201030
723107,371,SANTEE COOPER REGIONAL AIRPORT,US,SC,KMNI,33.587,-80.209,31.1,20090101,20201030
723107,99999,SANTEE COOPER RGNL,US,SC,KMNI,33.587,-80.209,31.4,20081208,20180226
723115,53854,ORANGEBURG MUNICIPAL ARPT,US,SC,KOGB,33.462,-80.858,60.1,20060101,20201030
723115,99999,ORANGEBURG MUNI,US,SC,KOGB,33.45,-80.867,59,19990114,20051231
723116,3742,DARLINGTON COUNTY JETPORT AIRPORT,US,SC,KUDG,34.466,-79.89,58.5,20060101,20201030
723116,99999,DARLINGTON CO JETPOR,US,SC,KUDG,34.45,-79.883,59,19990114,20051231
723117,53871,RK HL/YORK CO/BRYNT FD APT,US,SC,KUZA,34.987,-81.058,203.9,20060101,20201030
723117,99999,ROCK HILL YORK CO,US,SC,KUZA,34.983,-81.05,203,20010811,20051231
723118,53850,OCCONEE COUNTY RGNL ARPT,US,SC,KCEU,34.672,-82.886,271.6,20060101,20201030
723118,99999,OCONEE CO RGNL,US,SC,KCEU,34.667,-82.883,272,20010811,20051231
723119,13886,GREENVILLE DOWNTOWN ARPT,US,SC,KGMU,34.846,-82.346,319.4,19420908,20201030
723119,99999,GREENVILLE DOWNTOWN,US,SC,KGMU,34.85,-82.35,319,20000101,20031231
723120,3870,GREENVILLE-SPARTANBURG INTL AIRPORT,US,SC,KGSP,34.906,-82.213,291.1,19730101,20201030
723122,63889,DONALDSON CENTER AIRPORT,US,SC,KGYH,34.758,-82.376,291.1,20060101,20201030
723122,99999,GREENVILLE,US,SC,KGYH,34.75,-82.367,291,20050611,20051231
723124,53874,GREENWOOD COUNTY AIRPORT,US,SC,KGRD,34.249,-82.159,192.3,20060101,20201030
723124,99999,GREENWOOD CO,US,SC,KGRD,34.249,-82.167,192,20010811,20051231
723125,93846,ANDERSON RGNL,US,SC,KAND,34.498,-82.71,235.6,19730101,20100801
723126,93804,SPARTANBURG DOWNTOWN MEMORIAL AIRPORT,US,SC,KSPA,34.917,-81.95,244.1,19730101,19820320
723126,99999,SPARTANBURG DOWNTOWN MEM,US,SC,KSPA,34.916,-81.957,244.1,20090420,20201029
723190,93846,ANDERSON REGIONAL AIRPORT,US,SC,KAND,34.498,-82.71,231.7,20050101,20201030
747900,13849,SHAW AIR FORCE BASE,US,SC,KSSC,33.967,-80.467,73.5,19411222,20201030
747900,99999,SHAW AFB/SUMTER,US,SC,KSSC,33.967,-80.483,73,20000103,20041231
747910,13717,MYRTLE BEACH INTL AIRPORT,US,SC,KMYR,33.683,-78.933,7.6,19421101,20201030
747910,99999,MYRTLE BEACH CIV,US,SC,KMYR,33.683,-78.933,8,20000101,20031231
747915,93718,GRAND STRAND AIRPORT,US,SC,KCRE,33.816,-78.72,9.8,19730101,20201030
747915,99999,NORTH MYRTLE BEACH,US,SC,KCRE,33.817,-78.717,10,20000101,20031231
747917,390,MT PLEASANT REGIONAL AIRPORT FASION FIELD,US,SC,KLRO,32.9,-79.783,4.3,20090101,20201030
747917,99999,MOUNT PLEASANT,US,SC,KLRO,32.9,-79.783,3.7,20081208,20180515
747918,391,GEORGETOWN COUNTY AIRPORT,US,SC,KGGE,33.317,-79.317,12.2,20090510,20201030
747918,99999,GEORGETOWN CO,US,SC,KGGE,33.312,-79.32,11.9,20180101,20180522
747920,99999,POINSETT RANGE  SUMPTER,US,SC,,33.85,-80.48,68,19700615,19880923
749090,99999,WALTERBORO MUNI,US,SC,,32.917,-80.65,29,19420928,19451102
997174,99999,CHARLESTON,US,SC,,32.782,-79.925,6,20130101,20201029
997306,99999,SPRINGMAID PIER,US,SC,,33.65,-78.92,10,20080124,20180425
997686,99999,FRIPPS INLET,US,SC,,32.33,-80.45,3,20080101,20080313
997709,99999,S CAPERS ISLAND,US,SC,,32.85,-79.7,10,20080101,20080309
997981,99999,FOLLY BEACH PIER,US,SC,,32.65,-79.933,3,20080131,20100916
997990,99999,ACE BASIN RESERVE,US,SC,,32.55,-80.45,5,20080101,20201029
998005,99999,NORTH INLET-WINYAH BAY,US,SC,,33.35,-79.183,4,20080101,20201029
998177,99999,LAKE MURRAY,US,SC,,34.1,-81.267,109,20080116,20201029
998186,99999,SPRINGMAID PIER,US,SC,,33.65,-78.917,3,20100101,20101129
998187,99999,LAKE MARION,US,SC,,33.55,-80.5,25,20080529,20140303
998208,99999,LAKE WATEREE,US,SC,,34.333,-80.7,87,20080811,20201029
999999,3728,MCCLELLANVILLE 7 NE,US,SC,,33.153,-79.364,2.7,20020815,20201030
999999,3858,MCENTIRE ANG,US,SC,KMMT,33.967,-80.8,76.8,19590206,20041231
999999,3870,GREENVILLE-SPARTANBURG INTL AIRPORT,US,SC,KGSP,34.884,-82.221,296,19621015,19721231
999999,13744,FLORENCE CITY COUNTY AP,US,SC,KFLO,34.185,-79.724,46,19480101,19650401
999999,13758,CHARLESTON NAS,US,SC,KCLX,32.85,-79.933,2.1,19450301,19450807
999999,13782,CUSTOM HOUSE (CITY OFC),US,SC,,32.775,-79.924,3.1,20050101,20201029
999999,13822,GREENVILLE DONALDSON AFB,US,SC,,34.767,-82.383,298.1,19490101,19630430
999999,13880,CHARLESTON,US,SC,KCHS,32.899,-80.04,14.6,19710101,19721231
999999,13883,COLUMBIA METRO ARPT,US,SC,KCAE,33.942,-81.118,68.6,19480101,19721231
999999,53854,ORANGEBURG MUNICIPAL AP,US,SC,KOGB,33.462,-80.858,60,19970602,20051231
999999,53867,COLUMBIA OWENS DOWNTOWN AP,US,SC,KCUB,33.971,-80.996,64.6,19981002,20051231
999999,63826,BLACKVILLE 3 W,US,SC,,33.355,-81.328,96.6,20020713,20201030
999999,93718,NORTH MYRTLE BEACH AIRPORT,US,SC,KCRE,33.812,-78.724,10.1,19490101,19561123
999999,93804,SPARTANBURG,US,SC,SPA,34.917,-81.95,244.1,19480101,20201030
999999,93831,BEAUFORT NAS,US,SC,KNBC,32.483,-80.717,11.6,19720101,19721231
999999,93833,COLUMBIA CONGAREE FLD MCAF,US,SC,KMMT,33.917,-80.8,74.1,19450301,19451001
999999,93844,PARRIS ISLAND MCAS,US,SC,,32.317,-80.683,10.1,19450401,19460215
999999,93846,ANDERSON COUNTY AP,US,SC,KAND,34.498,-82.71,235.6,19490101,19590101
711680,99999,SIOUX FALLS CLIMATE,US,SD,,43.733,-96.633,481.5,19941001,20201029
720624,211,MADISON MUNICIPAL AIRPORT,US,SD,KMDS,44.016,-97.086,523,20090312,20201030
720624,99999,MADISON MUNI,US,SD,KMDS,44.016,-97.086,523.3,20180102,20180514
720918,99999,MISSION,US,SD,KMIS,43.033,-100.617,789,20110105,20180520
726510,14944,JOE FOSS FIELD AIRPORT,US,SD,KFSD,43.578,-96.754,435.3,19421001,20201030
726513,99999,SIOUX FALLS NEXRAD,US,SD,UDX,44.133,-102.833,954,19990408,19990408
726514,94032,CUSTER COUNTY AIRPORT,US,SD,KCUT,43.733,-103.611,1690.1,20050101,20201030
726514,99999,CUSTER COUNTY,US,SD,KCUT,43.733,-103.617,1707,19850522,20041231
726515,94902,BROOKINGS MUNICIPAL ARPT,US,SD,KBKX,44.3,-96.8,502.3,20060101,20201030
726515,99999,BROOKINGS RGNL,US,SD,KBKX,44.3,-96.817,502,19730101,20051231
726516,24024,PHILIP AIRPORT,US,SD,KPHP,44.051,-101.601,672.4,19980702,20201030
726516,99999,PHILIP,US,SD,KPHP,44.05,-101.6,673,20000101,20031231
726517,94039,PINE RIDGE AIRPORT,US,SD,KIEN,43.021,-102.518,1015.3,20060101,20201030
726517,99999,PINE RIDGE,US,SD,KIEN,43.017,-102.517,1016,19990114,20051231
726518,94990,WINNER REGIONAL AIRPORT,US,SD,KICR,43.391,-99.842,619.4,20060101,20201030
726518,99999,WINNER,US,SD,KICR,43.383,-99.85,619,19990114,20051231
726519,94993,SISSETON MUNICIPAL AIRPORT,US,SD,K8D3,45.669,-96.991,353.9,20060101,20201030
726519,99999,SISSETON MUNI ARPT,US,SD,K8D3,45.667,-97,354,20010811,20051231
726525,94911,CHAN GURNEY MUNICIPAL ARPT,US,SD,KYKN,42.879,-97.364,357.2,20060101,20201030
726525,99999,CHAN GURNEY MUNI,US,SD,KYKN,42.917,-97.383,398,19730101,20051231
726530,94943,CHAMBERLAIN MUNI AIRPORT,US,SD,K9V9,43.767,-99.318,519.1,20060101,20201030
726530,99999,CHAMBERLAIN (AMOS),US,SD,K9V9,43.8,-99.317,530,19780310,20051231
726539,94056,FAITH MUNICIPAL AIRPORT,US,SD,KD07,45.032,-102.019,786.4,20060101,20201030
726539,99999,FAITH MUNI,US,SD,KD07,45.033,-102.017,787,19990114,20051231
726540,14936,HURON REGIONAL AIRPORT,US,SD,KHON,44.398,-98.223,390.1,19730101,20201030
726545,94950,MITCHELL MUNICIPAL AIRPORT,US,SD,KMHE,43.774,-98.038,396.2,20060101,20201030
726545,99999,MITCHELL MUNI,US,SD,KMHE,43.775,-98.039,397,19730101,20051231
726546,14946,WATERTOWN MUNICIPAL ARPT,US,SD,KATY,44.905,-97.149,532.8,19480101,20201030
726560,24025,PIERRE REGIONAL AIRPORT,US,SD,KPIR,44.381,-100.286,531,20100801,20201030
726560,94966,PIERRE RGNL,US,SD,KFFM,46.283,-96.15,360.9,20060101,20100801
726560,99999,PIERRE RGNL,US,SD,KPIR,44.383,-100.283,531,19840331,20051231
726590,14929,ABERDEEN REGIONAL AIRPORT,US,SD,KABR,45.443,-98.413,395.3,19730101,20201030
726605,386,BLACK HILLS AIRPORT CLYDE ICE FIELD,US,SD,KSPF,44.483,-103.783,1198.2,20050624,20201030
726605,99999,BLACK HILLS CLYDE ICE FLD,US,SD,KSPF,44.48,-103.783,1198.2,19900727,20180322
726606,99999,BELLE FOURCHE MUNI,US,SD,KEFC,44.734,-103.862,972.3,19921024,20040521
726620,24090,RAPID CITY REGIONAL AIRPORT,US,SD,KRAP,44.046,-103.054,963.2,19730101,20201030
726625,24006,ELLSWORTH AIR FORCE BASE,US,SD,KRCA,44.15,-103.1,999.1,19390201,20201030
726625,99999,ELLSWORTH AFB,US,SD,KRCA,44.133,-103.1,999,20000101,20041231
726627,94037,BUFFALO,US,SD,K2WX,45.604,-103.546,915.6,19990101,20201029
726627,99999,BUFFALO,US,SD,K2WX,45.6,-103.55,915,19740809,19981231
726680,99999,MOBRIDGE,US,SD,,45.55,-100.417,522,19730101,19760305
726681,99999,MOBRIDGE,US,SD,Y26,45.533,-100.433,508,19760305,19770227
726685,94052,MOBRIDGE MUNICIPAL AIRPORT,US,SD,KMBG,45.546,-100.408,522.7,20060101,20201031
726685,99999,MOBRIDGE MUNI,US,SD,KMBG,45.547,-100.408,523,19770301,20051231
726686,24025,PIERRE RGNL,US,SD,KPIR,44.381,-100.286,526.1,19440301,20100731
726691,99999,LEMMON,US,SD,Y22,45.933,-102.167,791,19760305,19770227
726695,99999,LEMMON MUNI,US,SD,KLEM,45.919,-102.106,783.6,19770301,20010827
999999,4990,SIOUX FALLS 14 NNE,US,SD,,43.735,-96.622,485.9,20020728,20201030
999999,14929,ABERDEEN MUNICIPAL ARPT,US,SD,KABR,45.443,-98.413,396.2,19480101,19721231
999999,14936,HURON MUNICIPAL ARPT,US,SD,KHON,44.398,-98.223,392.9,19400101,19721231
999999,14944,SIOUX FALLS FOSS FLD,US,SD,KFSD,43.578,-96.754,434.9,19480101,19721231
999999,24024,PHILIP 1 S,US,SD,KPHP,44.051,-101.601,674.2,19480101,19550101
999999,24025,PIERRE REGIONAL AP,US,SD,KPIR,44.381,-100.286,526.1,19480101,19721231
999999,24026,RAPID CITY,US,SD,,44.15,-103.1,981.2,19480101,19750709
999999,54933,ABERDEEN 35 WNW,US,SD,,45.712,-99.13,596.5,20070626,20201030
999999,94081,BUFFALO 13 ESE,US,SD,,45.516,-103.302,878.7,20040922,20201030
999999,94085,PIERRE 24 S,US,SD,,44.019,-100.353,647.4,20061024,20201030
720168,99999,COVINGTON MUNI,US,TN,KM04,35.583,-89.587,85.3,20170427,20201029
720171,99999,WILLIAM L WHITEHURST FLD,US,TN,KM08,35.214,-89.043,152.1,20160804,20201029
720623,99999,ELIZABETHTON MUNI,US,TN,,36.371,-82.173,485.5,20090325,20130430
720775,99999,ELLINGTON,US,TN,KLUG,35.507,-86.804,218.5,20180403,20201029
720907,99999,CAMPBELL CO,US,TN,KJAU,36.335,-84.162,359.7,20150608,20201029
720974,344,WINCHESTER MUNICIPAL AIRPORT,US,TN,KBGF,35.178,-86.066,298.1,20120209,20201031
720974,99999,WINCHESTER MUNI,US,TN,KBGF,35.178,-86.066,298.4,20180105,20180516
721031,348,TULLAHOMA REGIONAL AIRPORT WILLIAM NORTHERN FIELD,US,TN,KTHA,35.38,-86.246,330.1,20120408,20201031
721031,99999,TULLAHOMA RGNL WM NORTHERN FLD,US,TN,KTHA,35.38,-86.246,329.8,20180101,20180515
722072,3894,CLARKSVILLE,US,TN,KCKV,36.624,-87.419,167.6,20060101,20100801
722072,99999,CLARKSVILLE,US,TN,,36.617,-87.417,165,20040608,20041231
722781,99999,HENRY CO,US,TN,KPHT,36.338,-88.383,176.8,20140530,20201029
723181,13877,BRISTOL TRI CITY AIRPORT,US,TN,KTRI,36.473,-82.404,464.8,19730101,19900228
723183,13877,TRI CITIES RGNL,US,TN,KTRI,36.473,-82.404,464.8,19900228,20100801
723240,13882,LOVELL FIELD AIRPORT,US,TN,KCHA,35.034,-85.2,204.2,19730101,20201030
723244,99999,DALLAS BAY SKY PARK,US,TN,KCQN,35.188,-85.178,210.3,19801205,19900801
723245,99999,MONTEAGLE,US,TN,MGL,35.25,-85.85,586,19730101,19990823
723246,53868,OAK RIDGE,US,TN,KOQT,36.024,-84.238,277.4,19990102,20100801
723249,463,MAURY COUNTY AIRPORT,US,TN,KMRC,35.554,-87.179,207.9,20130309,20201031
723249,99999,MAURY CO,US,TN,KMRC,35.554,-87.179,207.6,20180101,20180514
723250,3847,CROSSVILLE MEMORIAL -WHITSON FIELD APT,US,TN,KCSV,35.951,-85.081,569.1,20050101,20201031
723260,13891,MC GHEE TYSON AIRPORT,US,TN,KTYS,35.818,-83.986,293.2,19480101,20201030
723263,99999,FAYETTEVILLE/KELSO,US,TN,,35.133,-86.55,198,19881208,19891112
723264,99999,KNOXVILLE DOWNTOWN ISLAND,US,TN,KDKX,35.964,-83.874,253.9,19790507,20201029
723265,3847,CROSSVILLE MEM WHIT,US,TN,KCSV,35.951,-85.081,570,19730101,20100801
723270,13897,NASHVILLE INTERNATIONAL AIRPORT,US,TN,KBNA,36.119,-86.689,182.9,19510101,20201030
723271,99999,JOHN C TUNE,US,TN,KJWN,36.182,-86.887,150.9,20151210,20201029
723273,13827,SMYRNA AIRPORT,US,TN,KMQY,36.009,-86.52,165.5,20060101,20201030
723273,99999,SMYRNA,US,TN,KMQY,36,-86.517,166,19420816,20051231
723274,372,UPPER CUMBERLAND REGIONAL AIRPORT,US,TN,KSRB,36.056,-85.531,312.1,20120604,20201031
723274,99999,UPPER CUMBERLAND RGNL,US,TN,KSRB,36.056,-85.531,312.4,19810220,20180514
723275,99999,CLARKSVILLE/OUTLAW,US,TN,CKV,36.617,-87.417,168,19730418,19810915
723280,3894,OUTLAW FIELD AIRPORT,US,TN,KCKV,36.624,-87.419,170.7,20050101,20201030
723284,93839,MILLINGTON MUNICIPAL AIRPORT,US,TN,KNQA,35.35,-89.867,97.5,20050101,20201030
723284,99999,MILLINGTON MUNI ARP,US,TN,KNQA,35.35,-89.867,98,20010811,20041231
723340,13893,MEMPHIS INTERNATIONAL AIRPORT,US,TN,KMEM,35.056,-89.987,77.4,19461001,20201030
723345,93839,MEMPHIS NAS,US,TN,KNQA,35.35,-89.867,97.5,19730101,19960429
723346,3811,MCKELLAR-SIPES RGNL ARPT,US,TN,KMKL,35.593,-88.917,132,19730101,20201030
723347,3809,DYERSBURG MUNICIPAL ARPT,US,TN,KDYR,36,-89.409,91.4,19430412,20201030
723347,99999,DYERSBURG MUNI,US,TN,KDYR,36,-89.4,103,20000101,20031231
723350,13877,TRI-CITIES REGIONAL TN/VA AIRPORT,US,TN,KTRI,36.48,-82.399,456.3,20050101,20201031
724270,3804,OAK RIDGE,US,TN,KPKB,39.2,-81.27,263.3,19730101,19850531
724270,53868,OAK RIDGE,US,TN,KOQT,36.023,-84.234,274.3,20100801,20201030
724270,99999,OAK RIDGE,US,TN,KOQT,36.017,-84.217,279,20020503,20100731
746720,99999,SABRE AHP,US,TN,KEOD,36.568,-87.481,181.1,20010815,20201029
749000,99999,ARNOLD AFB,US,TN,KAYX,35.393,-86.086,324.6,19430101,19690801
749083,99999,LEBANON,US,TN,,36.183,-86.3,159,19440209,19440301
999999,3809,DYERSBURG MUNICIPAL AP,US,TN,KDYR,36,-89.409,103,19490101,19550101
999999,3811,JACKSON MCKELLAR-SIPES REGL A,US,TN,KMKL,35.593,-88.917,128.6,19490101,19550101
999999,3841,ATDL,US,TN,,35.998,-84.219,310.6,20050101,20160301
999999,3847,MEMO-WHITON FIELD AIRPORT,US,TN,KCSV,35.951,-85.081,570,19540501,19550101
999999,13855,TULLAHOMA AEDC SITE,US,TN,,35.383,-86.233,328.9,19630101,19690801
999999,13877,BRISTOL TRI CITY AIRPORT,US,TN,KTRI,36.473,-82.404,464.8,19480101,19721231
999999,13882,CHATTANOOGA LOVELL FIELD AP,US,TN,KCHA,35.031,-85.201,209.7,19480101,19721231
999999,13891,KNOXVILLE MCGHEE TYSON AP,US,TN,KTYS,35.818,-83.986,298.7,19650101,19721231
999999,13893,MEMPHIS MUNICIPAL ARPT,US,TN,KMEM,35.056,-89.987,101.2,19480101,19721231
999999,13897,NASHVILLE BERRY FIELD,US,TN,KBNA,36.119,-86.689,184.4,19480101,19721231
999999,63820,EVERETT-STEWART AIRPORT,US,TN,KUCY,36.38,-88.985,103.9,20020902,20050817
999999,63855,CROSSVILLE 7 NW,US,TN,,36.014,-85.135,583.1,20041203,20201030
999999,93803,SMITHVILLE CAA AP,US,TN,,35.967,-85.783,328.9,19490101,19540415
999999,93839,MEMPHIS NAS,US,TN,KNQA,35.35,-89.867,97.5,19450301,20041231
A00029,63820,EVERETT-STEWART AIRPORT,US,TN,KUCY,36.38,-88.985,103.9,20130627,20201030
690190,13910,ABILENE DYESS AFB,US,TX,KDYS,32.433,-99.85,545.3,19431201,20091231
690190,99999,DYESS AFB/ABILENE,US,TX,,32.417,-99.85,545,20000103,20041230
690280,99999,PORT ISABEL (CGS),US,TX,,26.067,-97.167,5,19820627,19831116
690290,99999,PORT ARANSAS,US,TX,,27.833,-97.067,2,19820625,20041129
